"246","Principally a record of receipts during a financial campaign. For the inception and plan of this campaign, see the Society's prospectus, 
                            When Aristotle Comes Again (Philadelphia, 1929). The campaign was abandoned, the Society did not move, and the subscriptions, with the donor's permission, were eventually used to erect the Library, 1959."
"247","IX.4. Building and Endowment Fund. Scrapbooks"
"248","Newspaper cuttings, supplied by a clipping bureau engaged in connections with the fund-raising campaign of 1929."
"249","X Meetings"
"250","Contains records relating to the Society's annual meetings during the twentieth century."
"251","X.1 Records"
"252","X.2 Meetings Videos"
"253","XI Miscellaneous"
"254","This record group consists of items which document the activities of the Society, but do not readily fall into one of the other record groups, and includes such items as the Society's weekly broadcasts during World War II, a register of visitors, and architectural plans of the Society's halls."
"255","XI.1. Letters and documents relative to a petition to the Pennsylvania Legislature for an appropriation for a ""Franklin House"""
"256","Contains a circular letter to members, 1911; circular letter to the Legislature, 1913; and related correspondence on one of the Society's many efforts to move from Independence Square to a more advantageous address in Philadelphia."
"257","XI.2. Miscellaneous legal papers"
"258","Deeds, title searches, agreements to sell or buy, mortgages concerning the Society's lot on State-House Square and the site of a proposed building on the Benjamin Franklin Parkway; leases of rooms in Philosophical Hall to the Athenaeum of Philadelphia, the Pennsylvania Horticultural Society, the University of Pennsylvania, Charles Willson Peale, Thomas Sully, the United States marshal, and others; papers concerning Nathan Dunn's Chinese Museum property, 1829-1842; papers on the will of François André Michaux; correspondence and papers on the Magellanic Premium, the purchase of Franklin's books and manuscripts from Franklin Bache, 1936, the restoration of Franklin's house, construction of the Library building; material about bequests and gifts of I. Minis Hays, E. R. Johnson, R. A. F. Penrose, Jr., J. E. Whitfield. There are also recent data concerning gifts and deposits of manuscript collections, tax appraisals of same, etc."
"259","XI.3. Philosophical questions"
"260","Queries by Robert M. Patterson and James Woodhouse relating to physics."
"261","XI.4. Weekly Broadcasts"
"262","The Society sponsored, in cooperation with the World Wide Broadcasting Foundation, a series of lectures, principally on internationalism in science, ""to those countries overseas where there is still interest in the progress of science and learning."" Included in this group of documents are transcripts of the broadcasts, as well as some background letters and related material. For published reports by the Society on these broadcasts see the 
                            Year Book 1942-1943. Speakers include: Charles G. Abbot, W. Lloyd Aycock, Frank Aydelotte, Francis Biddle, Edwin G. Conklin, Edward S. Corwin, Karl K. Darrow, Sir Angus Fletcher, George Gallup, Cecilia Payne Gasposchkin, Philip C. Jessup, Alfred C. Lane, L. Don Leet, William Draper Lewis, Kirtly F. Mather, Elmer D. Merrill, Spencer Miller, Jr., Robert A. Milikan, Robert C. Murphy, Harlow Shapley, Horace W. Stunkard, W. F. G. Swann, and T. Wayland Vaughan."
"263","XI.5. Correspondence on the 150th anniversary of the Society"
"264","Contains printed invitations, programs, letters of acceptance and congratulations from other societies and from individuals. For an account of the celebration, see APS 
                            Proceedings 32 (1893): 5."
"265","XI.6. Visitors at the centennial celebration"
"266","XI.7. Register of visitors"
"267","Autograph signatures of prominent visitors to annual meetings, as well as some members' signatures. Groups of autographs include those, for instance, who attended the International Geographic Congress in Philadelphia in 1904. Among many prominent visitors for the event were Francis and George Darwin, William Gilpin (governor of Pennsylvania), and Oswald Veblen."
"268","XI.8. Architectural Plans and renderings"
"269","Documents both for the Library and Philosophical Hall. There are also extra-oversized drawings and plans."
"270","XII History"
"271","Consists of four accounts on the early history of the Society."
"272","XII.1. Du Ponceau, Peter Stephen, 1760-1844. 
			An historical account of the origin and formation of the American Philosophical Society"
"273","On a careful examination of the records, the author concluded that the APS was founded in the Junto of 1727. This volume also contains a letter of Du Ponceau to a committee of the Society (Franklin Bache, John K. Kane, Alexander D. Bache, and Robley Dunglison) relative to publication of the papers, September 1,1841 (12 pages); the report of the committee which considered this paper and one by J. Francis Fisher on the founding of the Society (Robert Dunglison, October 15, 1841, 57 pages); a statement on the attendance of members of the meetings, 1758-1768 (1 page); abstracts from the minutes of the Junto (37 pages); and a chronology of the history of the Society (13 pages). The author withdrew his essay for the purpose of revising it, 1841. Du Ponceau's essay, the related documents mentioned above, and additional evidence and arguments were published by the Society in 1914 (506.73:Am43, pp.1-136) as part of the report of a committee, appointed 1910, ""to investigate and determine the date of the foundation of the Society."" Upon their recommendation, the Society adopted 1727 as its founding date. In 1948, however, it accepted again the more historically defensible date of 1743."
"274","XII.2. Vaughan, John, 1756-1841. 
			An account of the American Philosophical Society"
"275","A brief history and description of the Society sent to Baron Reonne, Prussian minister to the United States, in response to a query form the Prussian minister of public instruction. Mentions Benjamin Franklin. FILM54-63 FRAME 5. General physical description: 8"" x 10 1/4"""
"276","XII.3. Hindle, Brooke. 
			The Rise of the American Philosophical Society, 1766-1787"
"277","Doctoral dissertation, University of Pennsylvania, 1949. Some of the material and conclusions of this authoritative study were used in the author's full account of 
                            The Pursuit of Science in Revolutionary America, 1735-1789 (Chapel Hill, 1956)."
"278","XII.4. Miscellaneous articles. Historical Sketches."
"279","There are brief sketches of the Society, prepared for various publications."
"280","XIII Wistar Association"
"281","Composed originally of eight members of the APS, the Wistar Association was organized in 1818 to continue the agreeable social entertainments which the Society's late President Caspar Wistar had held regularly for many years for members and distinguished visitors to the city. The Association suspended meetings during the Civil War, and did not meet after 1866. In 1884 the Fortnightly Club was formed for purposes similar to those of the old Wistar Association, although not all of its members were also members of the APS. When the Fortnightly sought to change its name to the Wistar Club, two ancient survivors of the older group revived the association, elected new members, and absorbed the upstart. In 1898, membership in APS was restored as a prerequisite for election. The Association has met regularly since 1886. Its membership is now over twenty, and modern transportation has made it feasible to include persons not residents of Philadelphia."
"282","XIII.1. Wistar Association. 
			Manuscript archives"
"283","Contains a copy of the 1842 constitution; miscellaneous minutes; membership lists; memoranda and receipts; and letters, principally of acceptance and resignation, from such persons as Franklin Bache, John C. Cresson, Jacob M. Da Costa, Robley Dunglinson, Robert Hare, John Kintzing Kane, William M. Meredith, William Pepper, Moncure Robinson, and George Sharswood. Deposited by the Association, 1911."
"284","XIII.2. Wistar Association. 
			Annual lists of the Wistar Party"
"285","Deposited by the Association, 1911."
"286","XIII.3. Wistar Association. 
			Scrapbook, ""Sketch of the Wistar Party"""
"287","Isaac M. Hays' copy of 
                            Sketch of the Wistar Party of Philadelphia (Philadelphia, 1846), with interleaved additions such as a letter of Wistar's lists of members, announcements, invitations, etc."
"288","XIII.4. Wistar Association. 
			Scrapbook, ""Sketch of the Wistar Party"""
"289","1898 edition of 
                            Sketch of the Wistar Party of Philadelphia that includes letters of Henry C. Lea, lists of members, announcements, newspaper clippings, etc."
"290","XIII.5. Wistar Association. 
			Correspondence"
"291","XIII.6. Wistar Association. 
			Miscellaneous"
"292","Includes invitations, engravings, etc."
"293","XIII.7. Wistar Association. 
			The Centenary of the Wistar Party. An historical address, by Hampton L. Carson"
"294","Includes two letters from Carson to I. M. Hays."
"295","XIII.8. Wistar Association. 
			History of the Wistar Association"
"296","Joseph Stokes' copy, from 1957. Included is a page of notes in his hand, for a talk he gave before the Association."
"297","XIII.9. Fortnightly Club. Minutes"
"298","Deposited by the Wistar Association, 1911."
